catalog,category,subcategory,risk_data_type,title_collection,title_short,description_collection,title_item,description_item,spatial_scale,bbox,reference_period,temporal_coverage,temporal_interval,scenarios,data_type,data_format,spatial_resolution,spatial_resolution_unit,coordinate_reference_system,source_type,analysis_type,underlying_data,provider_name,provider_role,license,data_overview_link,publication_link,publication_type,code_link,code_type,usage_notes,asset_links,name_contributor
exposure-vulnerability,land use,land use/land cover footprints,exposure,History Database of the Global Environment,HYDE3.2,"This database presents an update and expansion of the History Database of the Global Environment (HYDE, v 3.2.1). HYDE is and internally consistent combination of updated historical population estimates and land use. Categories include cropland, with a new distinction into irrigated and rain fed crops (other than rice) and irrigated and rain fed rice. Also grazing lands are provided, divided into more intensively used pasture, converted rangeland and non-converted natural (less intensively used) rangeland. Population is represented by maps of total, urban, rural population and population density as well as built-up area.",land use,"Categories include cropland, with a new distinction into irrigated and rain fed crops (other than rice) and irrigated and rain fed rice. Also grazing lands are provided, divided into more intensively used pasture, converted rangeland and non-converted natural (less intensively used) rangeland.",(near-)global,"-180, -90, 180, 90",historical,10000BC-2015,irregular,,raster,ascii,5,arc minutes,4326,modeled,dasymetric modeling,based on LandScan population (no open license) + ESA CCI land cover,Utrecht University,licensor,CC-BY-4.0,https://doi.org/10.24416/UU01-XUTQN5,10.5194/essd-9-927-2017,article,,,the data are available from 10000 BC to 2015; download in zip files,https://geo.public.data.uu.nl/vault-hyde-data/HYDE%203.2%5B1648738557%5D/original/baseline.zip,Lena Reimann
exposure-vulnerability,population,population number,exposure,History Database of the Global Environment,HYDE3.2,"This database presents an update and expansion of the History Database of the Global Environment (HYDE, v 3.2.1). HYDE is and internally consistent combination of updated historical population estimates and land use. Categories include cropland, with a new distinction into irrigated and rain fed crops (other than rice) and irrigated and rain fed rice. Also grazing lands are provided, divided into more intensively used pasture, converted rangeland and non-converted natural (less intensively used) rangeland. Population is represented by maps of total, urban, rural population and population density as well as built-up area.",population,"Population is represented by maps of total, urban, rural population and population density.",(near-)global,"-180, -90, 180, 90",historical,10000BC-2015,irregular,,raster,ascii,5,arc minutes,4326,modeled,dasymetric modeling,based on LandScan population (no open license) + ESA CCI land cover,Utrecht University,licensor,CC-BY-4.0,https://doi.org/10.24416/UU01-XUTQN5,10.5194/essd-9-927-2017,article,,,the data are available from 10000 BC to 2015; download in zip files,https://geo.public.data.uu.nl/vault-hyde-data/HYDE%203.2%5B1648738557%5D/original/baseline.zip,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,Harmonized Global Land Use,LUH,"These data represent fractional land use and land cover patterns annually for the years 1500 - 2100 for the globe at 0.5-degree (~50-km) spatial resolution. Land use categories of cropland, pasture, primary land, secondary (recovering) land, and urban land, and underlying annual land-use transitions, are included. Annual data on age and biomass density of secondary land, as well as annual wood harvest, are included for each grid cell.",LUH1,"These data represent fractional land use and land cover patterns annually for the years 1500 - 2100 for the globe at 0.5-degree (~50-km) spatial resolution. Land use categories of cropland, pasture, primary land, secondary (recovering) land, and urban land, and underlying annual land-use transitions, are included. Annual data on age and biomass density of secondary land, as well as annual wood harvest, are included for each grid cell.",(near-)global,"-180, -90, 180, 90",historical & future,1500-2100,irregular,SSP-RCP combinations,raster,netcdf,0.5,decimal degrees,4326,modeled,,Several data sources (see publication for further details),ORNL DAAC,producer,CC0-1.0,https://doi.org/10.3334/ORNLDAAC/1248,10.1007/s10584-011-0153-2,article,,,user account needed,,Jeremy Pal
exposure-vulnerability,infrastructure,infrastructure characteristics,vulnerability,Malaria Atlas project - Accessibility,MAP,High resolution global maps of travel time to public services,Travel Time to Cities,This layer map provides estimates of travel time (in minutes) to nearest city to access inequalities in accessibility in 2015,(near-)global,"-180, -90, 180, 90",historical,2015,,,raster,geotiff,30,arc seconds,4326,modeled,,Open Street Map (OSM) and Google maps,Malaria Atlas Project,producer,CC-BY-4.0,"https://data.malariaatlas.org/maps?layers=Malaria:202206_Global_Pf_Parasite_Rate&extent=-8405979.457705852,-2608142.3294240036,10784580.955175284,7010056.539930038",10.1038/nature25181,article,,,,"https://data.malariaatlas.org/maps?layers=Accessibility:201501_Global_Travel_Time_to_Cities,Malaria:202206_Global_Pf_Parasite_Rate&extent=-2113074.092460947,218783.42351041292,5929546.773526536,4249698.897347293",Benedetta Sestito
exposure-vulnerability,infrastructure,infrastructure characteristics,vulnerability,Malaria Atlas project - Accessibility,MAP,High resolution global maps of travel time to public services,Motorized Travel Time to Healthcare,This layer map provides estimates of time to travel (in minutes) from every point on earth to the nearest healthcare facility by motorized transport,(near-)global,"-180, -90, 180, 90",historical,2019,,,raster,geotiff,30,arc seconds,4326,modeled,,Open Street Map (OSM) and Google maps,Malaria Atlas Project,producer,CC-BY-4.0,"https://data.malariaatlas.org/maps?layers=Malaria:202206_Global_Pf_Parasite_Rate&extent=-8405979.457705852,-2608142.3294240036,10784580.955175284,7010056.539930038",10.1038/s41591-020-1059-1,article,,,,"https://data.malariaatlas.org/maps?layers=Accessibility:202001_Global_Motorized_Travel_Time_to_Healthcare,Malaria:202206_Global_Pf_Parasite_Rate&extent=-2113074.0924609466,391664.1534360172,5929546.773526536,4076818.1674216883",Benedetta Sestito
exposure-vulnerability,infrastructure,infrastructure characteristics,vulnerability,Malaria Atlas project - Accessibility,MAP,High resolution global maps of travel time to public services,Walking Travel Time To Healthcare,This layer map provides estimates of time to travel (in minutes) from every point on earth to the nearest healthcare facility by walking,(near-)global,"-180, -90, 180, 90",historical,2019,,,raster,geotiff,30,arc seconds,4326,modeled,,Open Street Map (OSM) and Google maps,Malaria Atlas Project,producer,CC-BY-4.0,"https://data.malariaatlas.org/maps?layers=Malaria:202206_Global_Pf_Parasite_Rate&extent=-8405979.457705852,-2608142.3294240036,10784580.955175284,7010056.539930038",10.1038/s41591-020-1059-1,article,,,,"https://data.malariaatlas.org/maps?layers=Accessibility:202001_Global_Walking_Only_Travel_Time_To_Healthcare,Malaria:202206_Global_Pf_Parasite_Rate&extent=-2113074.092460947,218783.42351041292,5929546.773526536,4249698.897347293",Benedetta Sestito
exposure-vulnerability,buildings,building footprints,exposure,Open Street Map,OSM,"OpenStreetMap is a free, editable map of the whole world that is being built by volunteers largely from scratch and released with an open-content license. ",Buildings,"OpenStreetMap is a free, editable map of the whole world that is being built by volunteers largely from scratch and released with an open-content license. ",(near-)global,"-180, -90, 180, 90",historical,2004-now,irregular,,vector,pbf,feature level,,4326,observed,,,Open street map,producer,ODbL-1.0,https://www.openstreetmap.org/,,,https://github.com/osm-flex/osm-flex,download,"The development of OSM is community led. Therefore, completeness of the data differs across countries.",https://download.geofabrik.de/,Frederiek Sperna Weiland
exposure-vulnerability,infrastructure,infrastructure footprints,exposure,Open Street Map,OSM,"OpenStreetMap is a free, editable map of the whole world that is being built by volunteers largely from scratch and released with an open-content license. ",Infrastructure,"OpenStreetMap is a free, editable map of the whole world that is being built by volunteers largely from scratch and released with an open-content license. ",(near-)global,"-180, -90, 180, 90",historical,2004-now,irregular,,vector,pbf,feature level,,4326,observed,,,Open street map,producer,ODbL-1.0,https://www.openstreetmap.org/,,,https://github.com/osm-flex/osm-flex,download,"The development of OSM is community led. Therefore, completeness of the data differs across countries.",https://download.geofabrik.de/,Lena Reimann
exposure-vulnerability,population,demographics,vulnerability,Subnational Human Development Index,SHDI,"The subnational Human Development Index (SHDI) is calculated from three dimensions: education, health and standard of living. All indicators used for the SHDI calculations are available, including sex-disaggregated data on expected years of schooling, mean years of schooling, life expectancy, and gross national income (GNI) per capita.",SHDI,"The subnational Human Development Index (SHDI) is calculated from three dimensions: education, health and standard of living. All indicators used for the SHDI calculations are available, including sex-disaggregated data on expected years of schooling, mean years of schooling, life expectancy, and gross national income (GNI) per capita.",(near-)global,"-180, -90, 180, 90",historical,1990-2021,yearly,,tabular,csv,administrative units,admin1,4326,modeled,equal weighting,several data sources (see publication for further details),Global Data Lab,licensor,CC-BY-4.0,https://globaldatalab.org/shdi/,10.1038/sdata.2019.38,article,10.6084/m9.figshare.c.4353632,processing,free user account needed; the csv file provided needs to be joined to the administrative units of the Global Data Lab (GDL) for download here: https://globaldatalab.org/geos/.,https://globaldatalab.org/asset/394/SHDI-SGDI-Total%207.0.csv,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,Spatial Production Allocation Model ,SPAM,SPAM is a global crop distribution model covering 42 crops and four different technologies available for 2010 (latest). The model outputs include both harvested and physical cropland.,version 2.0 (2010),Global Spatially-Disaggregated Crop Production Statistics Data for 2010,(near-)global,"-180, -90, 180, 90",historical,2010,,,raster,geotiff,5,arc minutes,4326,modeled,cross-entropy approach,Several data sources (see methodology for further details),Harvard Dataverse,host,CC-BY-4.0,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PRFF8V,10.5194/essd-12-3545-2020,article,,,,https://doi.org/10.7910/DVN/PRFF8V,Silvia Artuso
exposure-vulnerability,land use,urban/built-up footprints,exposure,VIIRS Nighttime Lights ,VNL,"As the pioneer of the nocturnal remote sensing technology, Earth Observation Group (EOG) had been collecting nighttime satellite imagery and produce global Nighttime Light map with highest quality. The history of Nighttime Light map produced by EOG can trace back early as 1994, with the Operational Linescan Sensor (OLS) onboard Defense Meteorological Satellite Program (DMSP) satellites. Since the launch of the latest generation of earth observation satellite, the Joint Polar-orbiting Satellite System (JPSS), the Visible and Infrared Imaging Suite (VIIRS) Day Night Band (DNB) on board of JPSS satellites provides astounding improvement on low light imaging compared to DMSP-OLS. ",Monthly Cloud-free DNB Composite,"Provides monthly time-series of nighttime lights, with and without correction for stray light. ",(near-)global,"-180, -90, 180, 90",historical,2012-2020,monthly,,raster,geotiff,15,arc seconds,4326,observed,,,Earth Observation Group,producer,CC-BY-4.0,https://eogdata.mines.edu/products/vnl/,10.1080/01431161.2017.1342050,article,,,,https://eogdata.mines.edu/nighttime_light/monthly/v10/,Lena Reimann
exposure-vulnerability,land use,urban/built-up footprints,exposure,VIIRS Nighttime Lights ,VNL,"As the pioneer of the nocturnal remote sensing technology, Earth Observation Group (EOG) had been collecting nighttime satellite imagery and produce global Nighttime Light map with highest quality. The history of Nighttime Light map produced by EOG can trace back early as 1994, with the Operational Linescan Sensor (OLS) onboard Defense Meteorological Satellite Program (DMSP) satellites. Since the launch of the latest generation of earth observation satellite, the Joint Polar-orbiting Satellite System (JPSS), the Visible and Infrared Imaging Suite (VIIRS) Day Night Band (DNB) on board of JPSS satellites provides astounding improvement on low light imaging compared to DMSP-OLS. ",VNL version 2,A new consistently processed time series of annual global VIIRS nighttime lights has been produced from monthly cloud-free average radiance grids spanning 2012* to 2020. The new methodology is a modification of the original method based on nightly data (Annual VNL V1).,(near-)global,"-180, -90, 180, 90",historical,2012-2021,yearly,,raster,geotiff,15,arc seconds,4326,modeled,,,Earth Observation Group,producer,CC-BY-4.0,https://eogdata.mines.edu/products/vnl/,10.3390/rs13050922,article,,,,https://eogdata.mines.edu/nighttime_light/annual/v20/,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,World Database on Protected Areas,WDPA,"The World Database on Protected Areas (WDPA) is the most comprehensive global database of marine and terrestrial protected areas. It is a joint project between UN Environment Programme and the International Union for Conservation of Nature (IUCN), and is managed by UN Environment Programme World Conservation Monitoring Centre (UNEP-WCMC), in collaboration with governments, non-governmental organisations, academia and industry.",Geodatabase,Protected areas in geodatabase format,(near-)global,"-180, -90, 180, 90",historical,1800-now,irregular,,vector,geodatabase,feature level,,4326,observed,,,UNEP-WCMC,producer,CC-BY-NC-SA-4.0,https://www.protectedplanet.net/en/thematic-areas/wdpa?tab=WDPA,http://wcmc.io/WDPA_Manual,documentation,,,data are updated monthly,https://www.protectedplanet.net/en/thematic-areas/wdpa?tab=WDPA,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,World Database on Protected Areas,WDPA,"The World Database on Protected Areas (WDPA) is the most comprehensive global database of marine and terrestrial protected areas. It is a joint project between UN Environment Programme and the International Union for Conservation of Nature (IUCN), and is managed by UN Environment Programme World Conservation Monitoring Centre (UNEP-WCMC), in collaboration with governments, non-governmental organisations, academia and industry.",Shapefile,Protected areas in shapefile format,(near-)global,"-180, -90, 180, 90",historical,1800-now,irregular,,vector,shapefile,feature level,,4326,observed,,,UNEP-WCMC,producer,CC-BY-NC-SA-4.0,https://www.protectedplanet.net/en/thematic-areas/wdpa?tab=WDPA,http://wcmc.io/WDPA_Manual,documentation,,,data are updated monthly,https://www.protectedplanet.net/en/thematic-areas/wdpa?tab=WDPA,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,World Database on Protected Areas,WDPA,"The World Database on Protected Areas (WDPA) is the most comprehensive global database of marine and terrestrial protected areas. It is a joint project between UN Environment Programme and the International Union for Conservation of Nature (IUCN), and is managed by UN Environment Programme World Conservation Monitoring Centre (UNEP-WCMC), in collaboration with governments, non-governmental organisations, academia and industry.",Tabular,Protected areas in tabular format,(near-)global,"-180, -90, 180, 90",historical,1800-now,irregular,,vector,csv,feature level,,4326,observed,,,UNEP-WCMC,producer,CC-BY-NC-SA-4.0,https://www.protectedplanet.net/en/thematic-areas/wdpa?tab=WDPA,http://wcmc.io/WDPA_Manual,documentation,,,data are updated monthly,https://www.protectedplanet.net/en/thematic-areas/wdpa?tab=WDPA,Lena Reimann
exposure-vulnerability,land use,urban/built-up footprints,exposure,World Settlement Footprint,WSF,The World Settlement Footprint (WSF) is a 10m resolution binary mask outlining the extent of human settlements globally derived by means of multitemporal satellite imagery.,WSF 2015,"The World Settlement Footprint - WSF 2015 is a a 10m resolution binary mask outlining the 2015 global settlement extent. It has been derived by jointly exploiting multitemporal Sentinel-1 radar and Landsat-8 optical satellite imagery and its quality has been validated against 900,000 samples labelled by crowdsourcing photointerpretation of very high resolution Google Earth imagery.",(near-)global,"-180, -90, 180, 90",historical,2015,,,raster,geotiff,0.32,arc seconds,4326,modeled,,Sentinel + Landsat,German Aerospace Center (DLR),producer,CC-BY-4.0,https://geoservice.dlr.de/web/maps,10.1038/s41597-020-00580-5,article,,,,https://springernature.figshare.com/ndownloader/files/18108833,Lena Reimann
exposure-vulnerability,land use,urban/built-up footprints,exposure,World Settlement Footprint,WSF,The World Settlement Footprint (WSF) is a 10m resolution binary mask outlining the extent of human settlements globally derived by means of multitemporal satellite imagery.,WSF 2019,The World Settlement Footprint (WSF) 2019 is a 10m resolution binary mask outlining the extent of human settlements globally derived by means of 2019 multitemporal Sentinel-1 (S1) and Sentinel-2 (S2) imagery.,(near-)global,"-180, -90, 180, 90",historical,2019,,,raster,geotiff,0.32,arc seconds,4326,modeled,,Sentinel,German Aerospace Center (DLR),producer,CC-BY-4.0,https://geoservice.dlr.de/web/maps,10.1553/giscience2021_01_s33,article,,,downloadable by tile,,Lena Reimann
exposure-vulnerability,land use,urban/built-up footprints,exposure,World Settlement Footprint,WSF,The World Settlement Footprint (WSF) is a 10m resolution binary mask outlining the extent of human settlements globally derived by means of multitemporal satellite imagery.,WSF evolution,WSF Evolution has been generated by processing seven million images from the US Landsat satellite collected between 1985 and 2015 and illustrates the worldwide growth of human settlements on a year-by-year basis.,(near-)global,"-180, -90, 180, 90",historical,1985-2015,yearly,,raster,geotiff,0.32,arc seconds,4326,modeled,,Sentinel + Landsat,German Aerospace Center (DLR),producer,CC-BY-4.0,https://geoservice.dlr.de/web/maps,10.1553/giscience2021_01_s33,article,,,,https://download.geoservice.dlr.de/WSF_EVO/files/,Lena Reimann
exposure-vulnerability,buildings,building characteristics,vulnerability,Global maps of 3D built-up patterns,,"Building footprint, height and volume provided at 30 arc seconds spatial resolution",built-up,"Building footprint, height and volume provided at 30 arc seconds spatial resolution",(near-)global,"-180, -90, 180, 90",historical,2015,,,raster,geotiff,30,arc seconds,4326,modeled,random forest modeling,"WSF, GRIP, OSM, and others",DataverseNL,host,CC0-1.0,https://doi.org/10.34894/4QAGYL,10.1016/j.jag.2022.103048 ,article,10.34894/4QAGYL,processing,the provided data also include input data and code for modelling,https://dataverse.nl/dataset.xhtml?persistentId=doi:10.34894/4QAGYL#,Lena Reimann
exposure-vulnerability,buildings,building footprints,exposure,Microsoft Building Footprints,,Building footprint polygon geometries located around the world,Buildings,Building footprint polygon geometries located around the world,(near-)global,"-180, -90, 180, 90",historical,2023,,,vector,GeoParquet,feature level,,4326,modeled,neural network,Satellite (Maxar and Airbus imagery),Microsoft,licensor,ODbL-1.0,https://planetarycomputer.microsoft.com/dataset/ms-buildings,,,https://github.com/microsoft/GlobalMLBuildingFootprints,visualization,data access via API; example: https://planetarycomputer.microsoft.com/dataset/ms-buildings#Example-Notebook,,Frederiek Sperna Weiland
exposure-vulnerability,buildings,building footprints,exposure,Google-Microsoft Open Buildings,,This dataset merges Google's V3 Open Buildings and Microsoft's latest Building Footprints. ,Buildings,This dataset merges Google's V3 Open Buildings and Microsoft's latest Building Footprints. ,(near-)global,"-180, -90, 180, 90",historical,2023,,,vector,FlatGeobuf,feature level,,4326,modeled,data fusion,"Google V3 open buildings, Microsoft's building footprints",Source Cooperative,host,CC-BY-4.0,https://beta.source.coop/repositories/vida/google-microsoft-open-buildings/description/,,,,,user account needed; download by country (ISO),,Dirk Eilander
exposure-vulnerability,population,demographics,vulnerability,WorldPop,,Open access spatial demographic datasets built using transparent approaches.,Demographic characteristics,Age and sex structures for 18 age groups 2000-2020,(near-)global,"-180, -90, 180, 90",historical,2000-2020,yearly,,raster,geotiff,30,arc seconds,4326,modeled,dasymetric modeling,WorldPop population and GPW age and sex,WorldPop,producer,CC-BY-4.0,https://hub.worldpop.org/,10.1038/sdata.2017.89,article,10.6084/m9.figshare.4596187.v1,processing,download per year and age group; age and sex distributions from GPW homogenously distributed over WorldPop (unconstrained and constrained available),https://hub.worldpop.org/geodata/listing?id=65,Lena Reimann
exposure-vulnerability,infrastructure,infrastructure characteristics,vulnerability,Travel time to cities and ports,,"The dataset is a suite of global travel-time accessibility indicators for the year 2015, at approximately one-kilometre spatial resolution for the entire globe. The indicators show an estimated (and validated), land-based travel time to the nearest city and nearest port for a range of city and port sizes.",Y2015,"The dataset is a suite of global travel-time accessibility indicators for the year 2015, at approximately one-kilometre spatial resolution for the entire globe. The indicators show an estimated (and validated), land-based travel time to the nearest city and nearest port for a range of city and port sizes.",(near-)global,"-180, -60, 180, 85",historical,2015,,,raster,geotiff,30,arc seconds,4326,modeled,data fusion,"GHSL, travel time data (Malaria Atlas)",Figshare,host,CC-BY-4.0,https://doi.org/10.6084/m9.figshare.7638134.v3,10.1038/s41597-019-0265-5,article,10.6084/m9.figshare.7638134.v3,processing,,https://figshare.com/ndownloader/articles/7638134/versions/4,Lena Reimann
exposure-vulnerability,infrastructure,infrastructure footprints,exposure,Global Power Plant Database,,"The Global Power Plant Database is a comprehensive, open source database of power plants around the world. It centralizes power plant data to make it easier to navigate, compare and draw insights for one’s own analysis. The database covers approximately 35,000 power plants from 167 countries and includes thermal plants (e.g. coal, gas, oil, nuclear, biomass, waste, geothermal) and renewables (e.g. hydro, wind, solar). Each power plant is geolocated and entries contain information on plant capacity, generation, ownership, and fuel type. It will be continuously updated as data becomes available.",version 1.3.0 (June 2021),"The database covers approximately 35,000 power plants from 167 countries and includes thermal plants (e.g. coal, gas, oil, nuclear, biomass, waste, geothermal) and renewables (e.g. hydro, wind, solar). Each power plant is geolocated and entries contain information on plant capacity, generation, ownership, and fuel type.",(near-)global,"-180, -90, 180, 90",historical,2021-now,irregular,,tabular,csv,feature level,,4326,observed,,,World Resources Institute (WRI),producer,CC-BY-4.0,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://files.wri.org/d8/s3fs-public/2021-07/global-power-plant-database-technical-note-v1.3.pdf?VersionId=KNA6zn0E2HgUcEsXhtZuvfAlIqWOjLib,documentation,https://github.com/wri/global-power-plant-database,processing,,https://wri-dataportal-prod.s3.amazonaws.com/manual/global_power_plant_database_v_1_3.zip,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,European Space Agency (ESA) WorldCover,,Global land cover data for 11 land cover classes at very high spatial resolution,ESA WorldCover 2020 (v1),Global land cover data for 11 land cover classes at very high spatial resolution for the year 2020,(near-)global,"-180, -90, 180, 90",historical,2020,,,raster,geotiff,0.333333333,arc seconds,4326,modeled,,Sentinel 1 + 2,European Space Agency (ESA),producer,CC-BY-4.0,https://viewer.esa-worldcover.org/worldcover/,10.5281/zenodo.5571936,dataset,,,also for download from esa worldcover viewer,https://zenodo.org/records/5571936/files/ESA_WorldCover_10m_2020_v100_Map.tar.gz?download=1,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,European Space Agency (ESA) WorldCover,,Global land cover data for 11 land cover classes at very high spatial resolution,ESA WorldCover 2021 (v2),Global land cover data for 11 land cover classes at very high spatial resolution for the year 2021,(near-)global,"-180, -90, 180, 90",historical,2021,,,raster,geotiff,0.333333333,arc seconds,4326,modeled,,Sentinel 1 + 2,European Space Agency (ESA),producer,CC-BY-4.0,https://viewer.esa-worldcover.org/worldcover/,10.5281/zenodo.7254221,dataset,,,also for download from esa worldcover viewer,https://zenodo.org/api/records/7254221/files-archive,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,Land cover projections,,Land cover projections under SSP-RCP combinations 2020-2100 with a spatial resolution of ~1 km,Projections,Land cover projections under SSP-RCP combinations 2020-2100 with a spatial resolution of ~1 km,(near-)global,"-180, -90, 180, 90",future,2020-2100,10-yearly,SSP-RCP combinations,raster,geotiff,30,arc seconds,4326,modeled,cellular automata,,Figshare,host,CC-BY-4.0,https://figshare.com/articles/dataset/Global_LULC_projection_dataset_from_2020_to_2100_at_a_1km_resolution/23542860,10.1038/s41597-023-02637-7,article,https://github.com/HPSCIL/Patch-generating_Land_Use_Simulation_Model,processing,,https://figshare.com/ndownloader/articles/23542860/versions/1,Lena Reimann
exposure-vulnerability,land use,land use/land cover footprints,exposure,GCAM-Demeter land use,,"The dataset includes the projected global gridded land cover (excluding the Antarctic) for the period of 2015-2100 at 0.05-degree resolution and 5-year time step under fifteen SSP-RCP scenarios driven by five GCMs (i.e., gfdl, hadgem, ipsl, miroc, and noresm), using the Global Change Analysis Model (GCAM) and a geospatial downscaling model (Demeter).",Projections,"The dataset includes the projected global gridded land cover (excluding the Antarctic) for the period of 2015-2100 at 0.05-degree resolution and 5-year time step under fifteen SSP-RCP scenarios driven by five GCMs (i.e., gfdl, hadgem, ipsl, miroc, and noresm), using the Global Change Analysis Model (GCAM) and a geospatial downscaling model (Demeter).",(near-)global,"-180, -90, 180, 90",historical & future,2015-2100,5-yearly,SSP-RCP combinations,raster,netcdf,0.05,decimal degrees,4326,modeled,,Several data sources (see publication for further details),Globus,host,ODC-By-1.0,https://data.pnnl.gov/group/nodes/dataset/33335,10.1038/s41597-020-00669-x,article,https://zenodo.org/records/3954113,processing,,https://g-83fdd0.1beed.03c0.data.globus.org/cartuids/34852_f03e1476adbe5ca1a36b109882405281.tar,Jeremy Pal
exposure-vulnerability,land use,land use/land cover footprints,exposure,Plant functional type projections,,Global land projection based on plant functional types with a 1-km resolution under socio-climatic scenarios (SSP-RCP combinations).,Projections,Global land projection based on plant functional types with a 1-km resolution under socio-climatic scenarios (SSP-RCP combinations).,(near-)global,"-180, -90, 180, 90",future,2015-2100,5-yearly,SSP-RCP combinations,raster,geotiff,30,arc seconds,4326,modeled,cellular automata,,Zenodo,host,CC-BY-4.0,https://doi.org/10.5281/zenodo.4584775,10.1038/s41597-022-01208-6,article,,,20 plant functional types,https://zenodo.org/records/4584775/files/Global%20PFT-based%20land%20projection%20dataset%20under%20SSPs-RCPs.zip?download=1,Lena Reimann
exposure-vulnerability,population,population number,exposure,Global future population,,"Global 30 arc seconds (∼1 km at the equator) population projection dataset covering each year from 2010 to 2100 that is consistent with both country level population and gridded urban fractions from the Coupled Model Intercomparison Project 6 (CMIP6), based on RCP and SSP scenarios.",Projections,"Global 30 arc seconds (∼1 km at the equator) population projection dataset covering each year from 2010 to 2100 that is consistent with both country level population and gridded urban fractions from the Coupled Model Intercomparison Project 6 (CMIP6), based on RCP and SSP scenarios.",(near-)global,"-180, -56, 180, 84",future,2010-2100,yearly,SSP-RCP combinations,raster,geotiff,30,arc seconds,4326,modeled,dasymetric modeling,"urban fraction (CMIP6), WorldPop, roads, urban extent",DataGURU,host,CC-BY-4.0,https://doi.org/10.18161/global_popcount.201610,10.1016/j.dib.2022.107804,article,https://github.com/niklasbokeolen/world_population,processing,6 combinations of SSPs and RCPs from CMIP available; download via interface or ftp,,Lena Reimann
exposure-vulnerability,population,population number,exposure,Global urban growth,,"Data on global urban extent dynamics from 1870 to 2100, using a urban cellular automata (CA) model with consideration of historical trends of urban growth over a long temporal span and the satellite-derived urban extent time series data (1992-2013). Combination of historical hindcasting (1870-1990) using an urban shrink model and projected future (2020-2100) global urban land extent dynamics under the five Shared Socioeconomic Pathways (SSPs).",Y1870-2100,"Data on global urban extent dynamics from 1870 to 2100, using a urban cellular automata (CA) model with consideration of historical trends of urban growth over a long temporal span and the satellite-derived urban extent time series data (1992-2013). Combination of historical hindcasting (1870-1990) using an urban shrink model and projected future (2020-2100) global urban land extent dynamics under the five Shared Socioeconomic Pathways (SSPs).",(near-)global,"-180, -90, 180, 90",historical & future,1870-2100,10-yearly,SSPs,raster,geotiff,30,arc seconds,4326,modeled,cellular automata,"HYDE3.2, nighttime lights data, WDPA, land cover",Figshare,host,CC-BY-4.0,https://doi.org/10.6084/m9.figshare.9696218,10.1038/s43247-021-00273-w,article,,,code available upon request,https://figshare.com/ndownloader/articles/9696218/versions/1,Lena Reimann
exposure-vulnerability,population,population number,exposure,Population projections,,Population projections under the Shared Socioeconomic Pathways (SSPs) until 2100 based on random forest modeling,Projections,Population projections under the Shared Socioeconomic Pathways (SSPs) until 2100 based on random forest modeling,(near-)global,"-180, -90, 180, 90",future,2020-2100,5-yearly,SSPs,raster,geotiff,30,arc seconds,4326,modeled,random forest modeling,WorldPop population data and other ancillary datasets,Figshare,host,CC-BY-4.0,https://figshare.com/articles/dataset/Projecting_1_km-grid_population_distributions_from_2020_to_2100_globally_under_shared_socioeconomic_pathways/19608594/3,10.1038/s41597-022-01675-x,article,10.6084/m9.figshare.19609356.v3,processing,,https://figshare.com/ndownloader/articles/19608594/versions/3,Lena Reimann
exposure-vulnerability,population,population number,exposure,Coastal population projections,,Coastal population projections under the Shared Socioeconomic Pathways (SSPs) until 2100,Projections,Coastal population projections under the Shared Socioeconomic Pathways (SSPs) until 2100,(near-)global,"-180, -90, 180, 90",future,2005-2100,5-yearly,SSPs,raster,geotiff,30,arc seconds,4326,modeled,growth difference coastal versus inland,GRUMP population and urban settlements data,Figshare,host,CC-BY-4.0,https://figshare.com/s/9a94ae958d6a45684382,10.1016/j.gloplacha.2016.08.009,article,,,The projections were developed with coastal applications in mind,https://figshare.com/ndownloader/articles/3201130?private_link=9a94ae958d6a45684382,Lena Reimann
